url,group_id,unique_value_present,unique_value_types,location_specific_value,service_specific_value,product_specific_value,process_specific_value,shipping_or_meetup_value,district_or_area_value,original_faq_value,original_example_value,business_value,user_value,evidence
"/รับซื้อ/รับซื้อของสะสม-ร้อยเอ็ด","G-SA-รับซื้อของสะสม","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=219; template_family=G-SA-รับซื้อของสะสม; trust=no"
"/รับซื้อ/รับซื้อของสะสม-เลย","G-SA-รับซื้อของสะสม","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=216; template_family=G-SA-รับซื้อของสะสม; trust=no"
"/รับซื้อ/รับซื้อของสะสม-ศรีสะเกษ","G-SA-รับซื้อของสะสม","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=222; template_family=G-SA-รับซื้อของสะสม; trust=no"
"/รับซื้อ/รับซื้อของสะสม-สกลนคร","G-SA-รับซื้อของสะสม","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=216; template_family=G-SA-รับซื้อของสะสม; trust=no"
"/รับซื้อ/รับซื้อของสะสม-สุรินทร์","G-SA-รับซื้อของสะสม","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=219; template_family=G-SA-รับซื้อของสะสม; trust=no"
"/รับซื้อ/รับซื้อของสะสม-หนองคาย","G-SA-รับซื้อของสะสม","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=216; template_family=G-SA-รับซื้อของสะสม; trust=no"
"/รับซื้อ/รับซื้อของสะสม-หนองบัวลำภู","G-SA-รับซื้อของสะสม","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=222; template_family=G-SA-รับซื้อของสะสม; trust=no"
"/รับซื้อ/รับซื้อของสะสม-อำนาจเจริญ","G-SA-รับซื้อของสะสม","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=216; template_family=G-SA-รับซื้อของสะสม; trust=no"
"/รับซื้อ/รับซื้อของสะสม-อุดรธานี","G-SA-รับซื้อของสะสม","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=219; template_family=G-SA-รับซื้อของสะสม; trust=no"
"/รับซื้อ/รับซื้อของสะสม-อุบลราชธานี","G-SA-รับซื้อของสะสม","partial","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","medium","medium","visible_words=219; template_family=G-SA-รับซื้อของสะสม; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-กาฬสินธุ์","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=237; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ขอนแก่น","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=231; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ชัยภูมิ","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=234; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-นครพนม","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=231; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-นครราชสีมา","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=237; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-บึงกาฬ","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=234; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-บุรีรัมย์","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=234; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-มหาสารคาม","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=231; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-มุกดาหาร","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=234; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ยโสธร","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=231; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ร้อยเอ็ด","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=234; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-เลย","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=231; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ศรีสะเกษ","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=237; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สกลนคร","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=231; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สุรินทร์","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=234; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองคาย","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=231; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองบัวลำภู","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=237; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อำนาจเจริญ","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=231; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุดรธานี","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=234; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุบลราชธานี","G-SA-รับซื้อเครื่องใช้ไฟฟ้า","partial","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","medium","medium","visible_words=234; template_family=G-SA-รับซื้อเครื่องใช้ไฟฟ้า; trust=no"
"/รับซื้อ/รับซื้อโดรน-กาฬสินธุ์","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=232; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-ขอนแก่น","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=226; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-ชัยภูมิ","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=229; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-นครพนม","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=226; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-นครราชสีมา","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=232; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-บึงกาฬ","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=229; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-บุรีรัมย์","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=229; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-มหาสารคาม","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=226; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-มุกดาหาร","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=229; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-ยโสธร","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=226; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-ร้อยเอ็ด","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=229; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-เลย","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=226; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-ศรีสะเกษ","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=232; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-สกลนคร","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=226; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-สุรินทร์","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=229; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-หนองคาย","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=226; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-หนองบัวลำภู","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=232; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-อำนาจเจริญ","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=226; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-อุดรธานี","G-SA-รับซื้อโดรน","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=229; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อโดรน-อุบลราชธานี","G-SA-รับซื้อโดรน","partial","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","medium","medium","visible_words=229; template_family=G-SA-รับซื้อโดรน; trust=no"
"/รับซื้อ/รับซื้อทีวี-กาฬสินธุ์","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=222; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-ขอนแก่น","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=216; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-ชัยภูมิ","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=219; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-นครพนม","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=216; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-นครราชสีมา","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=222; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-บึงกาฬ","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=219; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-บุรีรัมย์","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=219; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-มหาสารคาม","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=216; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-มุกดาหาร","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=219; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-ยโสธร","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=216; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-ร้อยเอ็ด","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=219; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-เลย","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=216; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-ศรีสะเกษ","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=222; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-สกลนคร","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=216; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-สุรินทร์","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=219; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-หนองคาย","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=216; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-หนองบัวลำภู","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=222; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-อำนาจเจริญ","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=216; template_family=G-SA-รับซื้อทีวี; trust=no"
"/รับซื้อ/รับซื้อทีวี-อุดรธานี","G-SA-รับซื้อทีวี","low","province-name-swap;district-list;cta-to-hub","district-list-only","service-label-in-template","n/a","generic-eval-steps","generic-conditional-pickup","yes-list","layout-faq-possible","none","low-uncertain","low","visible_words=219; template_family=G-SA-รับซื้อทีวี; trust=no"
