source_url,classification,proposed_target_url,source_intent,target_intent,intent_match,source_unique_value,content_to_merge,gsc_risk,external_link_risk,internal_link_count,sitemap_impact,canonical_impact,redirect_chain_risk,human_review_required,recommendation
"/รับซื้อ/รับซื้อของสะสม-สกลนคร","MERGE","/บริการ/รับซื้อของสะสม","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อของสะสม ในสกลนคร เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อของสะสม มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อของสะสม-สุรินทร์","MERGE","/บริการ/รับซื้อของสะสม","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อของสะสม ในสุรินทร์ เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อของสะสม มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อของสะสม-หนองคาย","MERGE","/บริการ/รับซื้อของสะสม","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อของสะสม ในหนองคาย เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อของสะสม มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อของสะสม-หนองบัวลำภู","MERGE","/บริการ/รับซื้อของสะสม","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อของสะสม ในหนองบัวลำภู เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อของสะสม มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อของสะสม-อำนาจเจริญ","MERGE","/บริการ/รับซื้อของสะสม","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อของสะสม ในอำนาจเจริญ เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อของสะสม มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อของสะสม-อุดรธานี","MERGE","/บริการ/รับซื้อของสะสม","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อของสะสม ในอุดรธานี เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อของสะสม มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์","MERGE","/บริการ/รับซื้อเฟอร์นิเจอร์","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อเฟอร์นิเจอร์ ในกาฬสินธุ์ เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อเฟอร์นิเจอร์ มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น","MERGE","/บริการ/รับซื้อเฟอร์นิเจอร์","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อเฟอร์นิเจอร์ ในขอนแก่น เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อเฟอร์นิเจอร์ มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ","MERGE","/บริการ/รับซื้อเฟอร์นิเจอร์","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อเฟอร์นิเจอร์ ในชัยภูมิ เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อเฟอร์นิเจอร์ มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม","MERGE","/บริการ/รับซื้อเฟอร์นิเจอร์","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อเฟอร์นิเจอร์ ในนครพนม เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อเฟอร์นิเจอร์ มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา","MERGE","/บริการ/รับซื้อเฟอร์นิเจอร์","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อเฟอร์นิเจอร์ ในนครราชสีมา เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อเฟอร์นิเจอร์ มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ","MERGE","/บริการ/รับซื้อเฟอร์นิเจอร์","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อเฟอร์นิเจอร์ ในบึงกาฬ เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อเฟอร์นิเจอร์ มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์","MERGE","/บริการ/รับซื้อเฟอร์นิเจอร์","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อเฟอร์นิเจอร์ ในบุรีรัมย์ เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อเฟอร์นิเจอร์ มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม","MERGE","/บริการ/รับซื้อเฟอร์นิเจอร์","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อเฟอร์นิเจอร์ ในมหาสารคาม เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อเฟอร์นิเจอร์ มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มุกดาหาร","MERGE","/บริการ/รับซื้อเฟอร์นิเจอร์","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อเฟอร์นิเจอร์ ในมุกดาหาร เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อเฟอร์นิเจอร์ มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ยโสธร","MERGE","/บริการ/รับซื้อเฟอร์นิเจอร์","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อเฟอร์นิเจอร์ ในยโสธร เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อเฟอร์นิเจอร์ มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ร้อยเอ็ด","MERGE","/บริการ/รับซื้อเฟอร์นิเจอร์","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อเฟอร์นิเจอร์ ในร้อยเอ็ด เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อเฟอร์นิเจอร์ มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
"/รับซื้อ/รับซื้อเฟอร์นิเจอร์-เลย","MERGE","/บริการ/รับซื้อเฟอร์นิเจอร์","local-commercial-secondary","commercial-national-service","partial-to-strong","low-template","none-material;optional-district-list-if-verified","unknown-requires-export","unknown","2","remove-source-after-redirect","none-if-301-to-self-canonical-target","low-if-target-final","yes","หน้า รับซื้อเฟอร์นิเจอร์ ในเลย เปลี่ยนเพียงชื่อจังหวัดจาก Template เดียวกับจังหวัดอื่น ไม่มีขั้นตอนรับสินค้า/จุดนัดหมาย/ข้อจำกัดเฉพาะพื้นที่ที่แตกต่าง และ Intent เชิงพาณิชย์ทับซ้อนกับ /บริการ/รับซื้อเฟอร์นิเจอร์ มากกว่าหน้าพื้นที่ทั่วไป — จัดเป็น MERGE candidate ไปยัง Service Hub (ต้อง Human Review + ยืนยันว่าไม่ต้องการ long-tail ท้องถิ่นก่อน Implementation)"
