url,classification_batch12a,resolved_batch12b,resolved_batch12c,resolved_batch12d,resolved_batch12e,current_route_exists,production_status,indexable,canonical,sitemap,current_classification,include_batch12f,reason
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-กาฬสินธุ์,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-กาฬสินธุ์,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ขอนแก่น,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ขอนแก่น,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ชัยภูมิ,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ชัยภูมิ,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-นครพนม,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-นครพนม,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-นครราชสีมา,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-นครราชสีมา,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-บึงกาฬ,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-บึงกาฬ,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-บุรีรัมย์,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-บุรีรัมย์,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-มหาสารคาม,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-มหาสารคาม,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-มุกดาหาร,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-มุกดาหาร,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ยโสธร,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ยโสธร,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ร้อยเอ็ด,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ร้อยเอ็ด,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-เลย,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-เลย,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ศรีสะเกษ,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-ศรีสะเกษ,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สกลนคร,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สกลนคร,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สุรินทร์,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-สุรินทร์,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองคาย,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองคาย,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองบัวลำภู,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-หนองบัวลำภู,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อำนาจเจริญ,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อำนาจเจริญ,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุดรธานี,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุดรธานี,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุบลราชธานี,IMPROVE,no,no,yes,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเครื่องใช้ไฟฟ้า-อุบลราชธานี,yes,RESOLVED_IMPROVE,no,resolved IMPROVE Batch 12D/12E
/รับซื้อ/รับซื้อโดรน-กาฬสินธุ์,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-กาฬสินธุ์,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-ขอนแก่น,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-ขอนแก่น,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-ชัยภูมิ,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-ชัยภูมิ,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-นครพนม,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-นครพนม,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-นครราชสีมา,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-นครราชสีมา,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-บึงกาฬ,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-บึงกาฬ,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-บุรีรัมย์,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-บุรีรัมย์,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-มหาสารคาม,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-มหาสารคาม,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-มุกดาหาร,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-มุกดาหาร,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-ยโสธร,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-ยโสธร,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-ร้อยเอ็ด,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-ร้อยเอ็ด,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-เลย,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-เลย,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-ศรีสะเกษ,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-ศรีสะเกษ,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-สกลนคร,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-สกลนคร,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-สุรินทร์,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-สุรินทร์,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-หนองคาย,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-หนองคาย,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-หนองบัวลำภู,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-หนองบัวลำภู,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-อำนาจเจริญ,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-อำนาจเจริญ,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-อุดรธานี,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-อุดรธานี,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อโดรน-อุบลราชธานี,IMPROVE,no,no,yes,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อโดรน-อุบลราชธานี,yes,RESOLVED_IMPROVE,no,resolved IMPROVE Batch 12D/12E
/รับซื้อ/รับซื้อทีวี-กาฬสินธุ์,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-กาฬสินธุ์,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-ขอนแก่น,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-ขอนแก่น,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-ชัยภูมิ,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-ชัยภูมิ,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-นครพนม,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-นครพนม,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-นครราชสีมา,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-นครราชสีมา,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-บึงกาฬ,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-บึงกาฬ,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-บุรีรัมย์,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-บุรีรัมย์,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-มหาสารคาม,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-มหาสารคาม,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-มุกดาหาร,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-มุกดาหาร,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-ยโสธร,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-ยโสธร,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-ร้อยเอ็ด,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-ร้อยเอ็ด,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-เลย,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-เลย,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-ศรีสะเกษ,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-ศรีสะเกษ,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-สกลนคร,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-สกลนคร,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-สุรินทร์,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-สุรินทร์,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-หนองคาย,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-หนองคาย,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-หนองบัวลำภู,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-หนองบัวลำภู,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-อำนาจเจริญ,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-อำนาจเจริญ,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-อุดรธานี,REQUIRES_BUSINESS_DECISION,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-อุดรธานี,yes,REQUIRES_BUSINESS_DECISION,yes,Batch 12F business decision candidate
/รับซื้อ/รับซื้อทีวี-อุบลราชธานี,IMPROVE,no,no,yes,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อทีวี-อุบลราชธานี,yes,RESOLVED_IMPROVE,no,resolved IMPROVE Batch 12D/12E
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์,MERGE,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-กาฬสินธุ์,yes,MERGE,no,remaining MERGE (furniture non-Ubon) — out of Batch 12F scope
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น,MERGE,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ขอนแก่น,yes,MERGE,no,remaining MERGE (furniture non-Ubon) — out of Batch 12F scope
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ,MERGE,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ชัยภูมิ,yes,MERGE,no,remaining MERGE (furniture non-Ubon) — out of Batch 12F scope
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม,MERGE,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครพนม,yes,MERGE,no,remaining MERGE (furniture non-Ubon) — out of Batch 12F scope
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา,MERGE,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-นครราชสีมา,yes,MERGE,no,remaining MERGE (furniture non-Ubon) — out of Batch 12F scope
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ,MERGE,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บึงกาฬ,yes,MERGE,no,remaining MERGE (furniture non-Ubon) — out of Batch 12F scope
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์,MERGE,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-บุรีรัมย์,yes,MERGE,no,remaining MERGE (furniture non-Ubon) — out of Batch 12F scope
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม,MERGE,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มหาสารคาม,yes,MERGE,no,remaining MERGE (furniture non-Ubon) — out of Batch 12F scope
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มุกดาหาร,MERGE,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-มุกดาหาร,yes,MERGE,no,remaining MERGE (furniture non-Ubon) — out of Batch 12F scope
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ยโสธร,MERGE,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ยโสธร,yes,MERGE,no,remaining MERGE (furniture non-Ubon) — out of Batch 12F scope
/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ร้อยเอ็ด,MERGE,no,no,no,no,yes,200-local-build,yes,https://amphon.co.th/รับซื้อ/รับซื้อเฟอร์นิเจอร์-ร้อยเอ็ด,yes,MERGE,no,remaining MERGE (furniture non-Ubon) — out of Batch 12F scope
