url,page_type,title_flag,description_flag,classification,title_action,description_action,evidence,gsc_available,risk,decision
"/บริการ/รับซื้อ-cpu","service-page","LONG","LONG","KEEP_BOTH_VALID","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อ-dell-alienware","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อ-gopro-action-camera","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อ-imac-mac-mini","service-page","LONG","LONG","KEEP_BOTH_VALID","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อ-ipad-air","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อ-ipad-mini","service-page","LONG","LONG","BOILERPLATE_OVERLOAD","EDIT","EDIT","payment_process_boilerplate_in_title_pushes_differentiators_or_wastes_serp_space;long_but_value_proposition_readable_or_truncates_safely;applied_in_batch_10","no","low-medium","EDIT_BOTH"
"/บริการ/รับซื้อ-ipad-pro","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อ-iphone-13","service-page","LONG","LONG","SEMANTIC_REPETITION","EDIT","KEEP","รับซื้อ_appears_twice_without_new_meaning;long_but_value_proposition_readable_or_truncates_safely;applied_in_batch_10","no","low-medium","EDIT_TITLE"
"/บริการ/รับซื้อ-iphone-14","service-page","LONG","OK","SEMANTIC_REPETITION","EDIT","KEEP","รับซื้อ_appears_twice_without_new_meaning;desc_not_flagged;applied_in_batch_10","no","low-medium","EDIT_TITLE"
"/บริการ/รับซื้อ-iphone-face-id-เสีย","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อ-iphone-pro-max","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อ-iphone-จอแตก","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อ-iphone-เครื่องนอก","service-page","LONG","LONG","KEEP_BOTH_VALID","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อ-jbl","service-page","OK","LONG","KEEP_VALID_LONG_DESCRIPTION","EDIT","KEEP","title_not_flagged;long_but_value_proposition_readable_or_truncates_safely;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อ-lenovo-ideapad","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อ-mac-mini","service-page","LONG","LONG","BOILERPLATE_OVERLOAD","EDIT","EDIT","payment_process_boilerplate_in_title_pushes_differentiators_or_wastes_serp_space;long_but_value_proposition_readable_or_truncates_safely;applied_in_batch_10","no","low-medium","EDIT_BOTH"
"/บริการ/รับซื้อ-macbook","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อ-macbook-intel","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อ-macbook-m1","service-page","LONG","LONG","KEEP_BOTH_VALID","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อ-macbook-m2","service-page","LONG","LONG","KEEP_BOTH_VALID","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อ-macbook-m3-m4","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อ-macbook-จอแตก","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อ-macbook-เสีย","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อ-magic-keyboard-ipad","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อ-marshall","service-page","LONG","LONG","KEEP_BOTH_VALID","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อ-msi-titan","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อ-nintendo-switch","service-page","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้อ-notebook-acer","service-page","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้อ-notebook-asus","service-page","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้อ-notebook-dell","service-page","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้อ-notebook-hp","service-page","OK","LONG","KEEP_VALID_LONG_DESCRIPTION","KEEP","KEEP","title_not_flagged;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้อ-notebook-lenovo","service-page","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้อ-playstation","service-page","LONG","LONG","KEEP_BOTH_VALID","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อ-ram-ssd","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อ-rog-gaming-notebook","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อ-server","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อ-server-network","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อ-ssd","service-page","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้อ-surface","service-page","OK","LONG","KEEP_VALID_LONG_DESCRIPTION","KEEP","KEEP","title_not_flagged;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้อกล้อง-canon","service-page","LONG","LONG","SEMANTIC_REPETITION","EDIT","KEEP","รับซื้อ_appears_twice_without_new_meaning;long_but_value_proposition_readable_or_truncates_safely;applied_in_batch_10","no","low-medium","EDIT_TITLE"
"/บริการ/รับซื้อกล้อง-fujifilm","service-page","LONG","OK","SEMANTIC_REPETITION","EDIT","KEEP","รับซื้อ_appears_twice_without_new_meaning;desc_not_flagged;applied_in_batch_10","no","low-medium","EDIT_TITLE"
"/บริการ/รับซื้อกล้อง-mirrorless","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อกล้อง-nikon","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อกล้อง-sony","service-page","LONG","OK","SEMANTIC_REPETITION","EDIT","KEEP","รับซื้อ_appears_twice_without_new_meaning;desc_not_flagged;applied_in_batch_10","no","low-medium","EDIT_TITLE"
"/บริการ/รับซื้อกล้องฟิล์ม","service-page","LONG","OK","SEMANTIC_REPETITION","EDIT","KEEP","รับซื้อ_appears_twice_without_new_meaning;desc_not_flagged;applied_in_batch_10","no","low-medium","EDIT_TITLE"
"/บริการ/รับซื้อกล้องเสีย","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อการ์ดจอ","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อของสะสม","service-page","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้อของไอทีเสีย","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อคอมบริษัท","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อคอมพิวเตอร์ตั้งโต๊ะ","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อคอมยกล็อต","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อคอมเกมมิ่ง","service-page","LONG","OK","TEMPLATE_CAUSED","EDIT","KEEP","brand_suffix_duplicated;desc_not_flagged;applied_in_batch_10","no","low-medium","EDIT_TITLE"
"/บริการ/รับซื้อคอมเสีย","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อจอเกมมิ่ง","service-page","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้อซีพียู","service-page","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้อทีวี","service-page","OK","LONG","KEEP_VALID_LONG_DESCRIPTION","KEEP","KEEP","title_not_flagged;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้อมือถือ","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อลำโพงบลูทูธ","service-page","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้อสินค้าไอทีบริษัท","service-page","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้ออุปกรณ์-network","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้ออุปกรณ์คอมพิวเตอร์","service-page","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้ออุปกรณ์สำนักงานมือสอง","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้ออุปกรณ์ไอที","service-page","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้ออุปกรณ์ไอทีบริษัท","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อเครื่องเกม","service-page","OK","LONG","KEEP_VALID_LONG_DESCRIPTION","KEEP","KEEP","title_not_flagged;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้อเครื่องใช้ไฟฟ้า","service-page","LONG","LONG","BOILERPLATE_OVERLOAD","EDIT","EDIT","product_list_stuffing_before_intent_clarifiers;service_hub_title_logistics_clause_after_product_list;long_but_value_proposition_readable_or_truncates_safely;applied_in_batch_10","no","low-medium","EDIT_BOTH"
"/บริการ/รับซื้อเฟอร์นิเจอร์","service-page","LONG","LONG","BOILERPLATE_OVERLOAD","EDIT","EDIT","payment_process_boilerplate_in_title_pushes_differentiators_or_wastes_serp_space;long_but_value_proposition_readable_or_truncates_safely;applied_in_batch_10","no","low-medium","EDIT_BOTH"
"/บริการ/รับซื้อเมนบอร์ด","service-page","LONG","LONG","KEEP_BOTH_VALID","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้อเลนส์กล้อง","service-page","LONG","OK","SEMANTIC_REPETITION","EDIT","KEEP","รับซื้อ_appears_twice_without_new_meaning;desc_not_flagged;applied_in_batch_10","no","low-medium","EDIT_TITLE"
"/บริการ/รับซื้อแท็บเล็ต","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อโดรน","service-page","OK","LONG","KEEP_VALID_LONG_DESCRIPTION","KEEP","KEEP","title_not_flagged;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/บริการ/รับซื้อโทรศัพท์มือสอง","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อโทรศัพท์เสีย","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","EDIT","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged;applied_in_batch_10","no","none","EDIT_TITLE"
"/บริการ/รับซื้อโน๊ตบุ๊ค","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับซื้อโน๊ตบุ๊คเกมมิ่ง","service-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/บริการ/รับเหมาประมูลอุปกรณ์ไอที","service-page","OK","LONG","KEEP_VALID_LONG_DESCRIPTION","KEEP","KEEP","title_not_flagged;long_but_value_proposition_readable_or_truncates_safely","no","none","KEEP"
"/พื้นที่ให้บริการ/กาฬสินธุ์","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/ขอนแก่น","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/จันทบุรี","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/ชลบุรี","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/ชัยภูมิ","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/นครพนม","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/นครราชสีมา","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/นครสวรรค์","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/บุรีรัมย์","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/พัทลุง","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/ภูเก็ต","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/มหาสารคาม","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/มุกดาหาร","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/ร้อยเอ็ด","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/ศรีสะเกษ","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/สกลนคร","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/สุพรรณบุรี","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/หนองคาย","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/หาดใหญ่","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/อุดรธานี","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/พื้นที่ให้บริการ/เพชรบุรี","location-page","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/รับซื้อ/รับซื้อ-nintendo-switch-หนองบัวลำภู","service-x-location","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
"/รับซื้อ/รับซื้อ-nintendo-switch-อุบลราชธานี","service-x-location","LONG","OK","KEEP_VALID_LONG_TITLE","KEEP","KEEP","critical_terms_front_loaded_length_signal_only;desc_not_flagged","no","none","KEEP"
